"Notes"	"Occurrence State"	"Occurrence State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Nebraska"	"31"	"2021"	"2021"	"Oct., 2021"	"2021/10"	10	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021"	"2021"	"Nov., 2021"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021"	"2021"	"Dec., 2021"	"2021/12"	13	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	19	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	18	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	10	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	20	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	25	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	16	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	15	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	10	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	17	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	0	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	0	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	0	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	0	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	0	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2023 (provisional and partial)"	"2023"	"May, 2023 (provisional and partial)"	"2023/05"	0	Not Applicable	Not Applicable
	"Nevada"	"32"	"2018"	"2018"	"Jan., 2018"	"2018/01"	47	Not Applicable	Not Applicable
	"Nevada"	"32"	"2018"	"2018"	"Feb., 2018"	"2018/02"	50	Not Applicable	Not Applicable
	"Nevada"	"32"	"2018"	"2018"	"Mar., 2018"	"2018/03"	45	Not Applicable	Not Applicable
	"Nevada"	"32"	"2018"	"2018"	"Apr., 2018"	"2018/04"	44	Not Applicable	Not Applicable
	"Nevada"	"32"	"2018"	"2018"	"May, 2018"	"2018/05"	33	Not Applicable	Not Applicable
	"Nevada"	"32"	"2018"	"2018"	"Jun., 2018"	"2018/06"	55	Not Applicable	Not Applicable
	"Nevada"	"32"	"2018"	"2018"	"Jul., 2018"	"2018/07"	83	Not Applicable	Not Applicable
	"Nevada"	"32"	"2018"	"2018"	"Aug., 2018"	"2018/08"	67	Not Applicable	Not Applicable
	"Nevada"	"32"	"2018"	"2018"	"Sep., 2018"	"2018/09"	46	Not Applicable	Not Applicable
	"Nevada"	"32"	"2018"	"2018"	"Oct., 2018"	"2018/10"	43	Not Applicable	Not Applicable
	"Nevada"	"32"	"2018"	"2018"	"Nov., 2018"	"2018/11"	47	Not Applicable	Not Applicable
	"Nevada"	"32"	"2018"	"2018"	"Dec., 2018"	"2018/12"	56	Not Applicable	Not Applicable
	"Nevada"	"32"	"2019"	"2019"	"Jan., 2019"	"2019/01"	61	Not Applicable	Not Applicable
	"Nevada"	"32"	"2019"	"2019"	"Feb., 2019"	"2019/02"	51	Not Applicable	Not Applicable
	"Nevada"	"32"	"2019"	"2019"	"Mar., 2019"	"2019/03"	44	Not Applicable	Not Applicable
	"Nevada"	"32"	"2019"	"2019"	"Apr., 2019"	"2019/04"	48	Not Applicable	Not Applicable
	"Nevada"	"32"	"2019"	"2019"	"May, 2019"	"2019/05"	51	Not Applicable	Not Applicable
	"Nevada"	"32"	"2019"	"2019"	"Jun., 2019"	"2019/06"	46	Not Applicable	Not Applicable
	"Nevada"	"32"	"2019"	"2019"	"Jul., 2019"	"2019/07"	71	Not Applicable	Not Applicable
	"Nevada"	"32"	"2019"	"2019"	"Aug., 2019"	"2019/08"	53	Not Applicable	Not Applicable
	"Nevada"	"32"	"2019"	"2019"	"Sep., 2019"	"2019/09"	43	Not Applicable	Not Applicable
	"Nevada"	"32"	"2019"	"2019"	"Oct., 2019"	"2019/10"	33	Not Applicable	Not Applicable
	"Nevada"	"32"	"2019"	"2019"	"Nov., 2019"	"2019/11"	42	Not Applicable	Not Applicable
	"Nevada"	"32"	"2019"	"2019"	"Dec., 2019"	"2019/12"	49	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020"	"2020"	"Jan., 2020"	"2020/01"	50	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020"	"2020"	"Feb., 2020"	"2020/02"	45	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020"	"2020"	"Mar., 2020"	"2020/03"	50	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020"	"2020"	"Apr., 2020"	"2020/04"	74	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020"	"2020"	"May, 2020"	"2020/05"	84	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020"	"2020"	"Jun., 2020"	"2020/06"	61	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020"	"2020"	"Jul., 2020"	"2020/07"	84	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020"	"2020"	"Aug., 2020"	"2020/08"	94	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020"	"2020"	"Sep., 2020"	"2020/09"	48	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020"	"2020"	"Oct., 2020"	"2020/10"	76	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020"	"2020"	"Nov., 2020"	"2020/11"	63	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020"	"2020"	"Dec., 2020"	"2020/12"	72	Not Applicable	Not Applicable
	"Nevada"	"32"	"2021"	"2021"	"Jan., 2021"	"2021/01"	73	Not Applicable	Not Applicable
	"Nevada"	"32"	"2021"	"2021"	"Feb., 2021"	"2021/02"	73	Not Applicable	Not Applicable
	"Nevada"	"32"	"2021"	"2021"	"Mar., 2021"	"2021/03"	66	Not Applicable	Not Applicable
	"Nevada"	"32"	"2021"	"2021"	"Apr., 2021"	"2021/04"	70	Not Applicable	Not Applicable
	"Nevada"	"32"	"2021"	"2021"	"May, 2021"	"2021/05"	64	Not Applicable	Not Applicable
	"Nevada"	"32"	"2021"	"2021"	"Jun., 2021"	"2021/06"	88	Not Applicable	Not Applicable
	"Nevada"	"32"	"2021"	"2021"	"Jul., 2021"	"2021/07"	122	Not Applicable	Not Applicable
	"Nevada"	"32"	"2021"	"2021"	"Aug., 2021"	"2021/08"	73	Not Applicable	Not Applicable
	"Nevada"	"32"	"2021"	"2021"	"Sep., 2021"	"2021/09"	61	Not Applicable	Not Applicable
	"Nevada"	"32"	"2021"	"2021"	"Oct., 2021"	"2021/10"	66	Not Applicable	Not Applicable
	"Nevada"	"32"	"2021"	"2021"	"Nov., 2021"	"2021/11"	64	Not Applicable	Not Applicable
	"Nevada"	"32"	"2021"	"2021"	"Dec., 2021"	"2021/12"	70	Not Applicable	Not Applicable
	"Nevada"	"32"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	78	Not Applicable	Not Applicable
	"Nevada"	"32"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	58	Not Applicable	Not Applicable
	"Nevada"	"32"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	66	Not Applicable	Not Applicable
	"Nevada"	"32"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	66	Not Applicable	Not Applicable
	"Nevada"	"32"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	69	Not Applicable	Not Applicable
	"Nevada"	"32"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	89	Not Applicable	Not Applicable
	"Nevada"	"32"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	105	Not Applicable	Not Applicable
	"Nevada"	"32"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	68	Not Applicable	Not Applicable
	"Nevada"	"32"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	116	Not Applicable	Not Applicable
	"Nevada"	"32"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	74	Not Applicable	Not Applicable
	"Nevada"	"32"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	Suppressed	Not Applicable	Not Applicable
	"Nevada"	"32"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	0	Not Applicable	Not Applicable
	"Nevada"	"32"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	0	Not Applicable	Not Applicable
	"Nevada"	"32"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	0	Not Applicable	Not Applicable
	"Nevada"	"32"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	0	Not Applicable	Not Applicable
	"Nevada"	"32"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	0	Not Applicable	Not Applicable
	"Nevada"	"32"	"2023 (provisional and partial)"	"2023"	"May, 2023 (provisional and partial)"	"2023/05"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2018"	"2018"	"Jan., 2018"	"2018/01"	29	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2018"	"2018"	"Feb., 2018"	"2018/02"	32	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2018"	"2018"	"Mar., 2018"	"2018/03"	43	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2018"	"2018"	"Apr., 2018"	"2018/04"	32	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2018"	"2018"	"May, 2018"	"2018/05"	37	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2018"	"2018"	"Jun., 2018"	"2018/06"	18	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2018"	"2018"	"Jul., 2018"	"2018/07"	51	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2018"	"2018"	"Aug., 2018"	"2018/08"	32	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2018"	"2018"	"Sep., 2018"	"2018/09"	32	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2018"	"2018"	"Oct., 2018"	"2018/10"	38	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2018"	"2018"	"Nov., 2018"	"2018/11"	31	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2018"	"2018"	"Dec., 2018"	"2018/12"	35	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2019"	"2019"	"Jan., 2019"	"2019/01"	25	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2019"	"2019"	"Feb., 2019"	"2019/02"	36	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2019"	"2019"	"Mar., 2019"	"2019/03"	34	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2019"	"2019"	"Apr., 2019"	"2019/04"	26	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2019"	"2019"	"May, 2019"	"2019/05"	28	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2019"	"2019"	"Jun., 2019"	"2019/06"	25	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2019"	"2019"	"Jul., 2019"	"2019/07"	21	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2019"	"2019"	"Aug., 2019"	"2019/08"	26	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2019"	"2019"	"Sep., 2019"	"2019/09"	32	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2019"	"2019"	"Oct., 2019"	"2019/10"	37	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2019"	"2019"	"Nov., 2019"	"2019/11"	26	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2019"	"2019"	"Dec., 2019"	"2019/12"	46	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020"	"2020"	"Jan., 2020"	"2020/01"	29	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020"	"2020"	"Feb., 2020"	"2020/02"	31	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020"	"2020"	"Mar., 2020"	"2020/03"	35	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020"	"2020"	"Apr., 2020"	"2020/04"	36	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020"	"2020"	"May, 2020"	"2020/05"	39	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020"	"2020"	"Jun., 2020"	"2020/06"	24	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020"	"2020"	"Jul., 2020"	"2020/07"	37	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020"	"2020"	"Aug., 2020"	"2020/08"	20	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020"	"2020"	"Sep., 2020"	"2020/09"	30	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020"	"2020"	"Oct., 2020"	"2020/10"	23	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020"	"2020"	"Nov., 2020"	"2020/11"	22	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020"	"2020"	"Dec., 2020"	"2020/12"	31	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2021"	"2021"	"Jan., 2021"	"2021/01"	26	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2021"	"2021"	"Feb., 2021"	"2021/02"	23	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2021"	"2021"	"Mar., 2021"	"2021/03"	32	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2021"	"2021"	"Apr., 2021"	"2021/04"	31	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2021"	"2021"	"May, 2021"	"2021/05"	35	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2021"	"2021"	"Jun., 2021"	"2021/06"	37	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2021"	"2021"	"Jul., 2021"	"2021/07"	34	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2021"	"2021"	"Aug., 2021"	"2021/08"	36	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2021"	"2021"	"Sep., 2021"	"2021/09"	38	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2021"	"2021"	"Oct., 2021"	"2021/10"	37	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2021"	"2021"	"Nov., 2021"	"2021/11"	25	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2021"	"2021"	"Dec., 2021"	"2021/12"	48	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	49	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	36	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	41	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	37	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	30	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	42	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	41	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	35	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	37	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	36	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	Suppressed	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2023 (provisional and partial)"	"2023"	"May, 2023 (provisional and partial)"	"2023/05"	0	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2018"	"2018"	"Jan., 2018"	"2018/01"	211	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2018"	"2018"	"Feb., 2018"	"2018/02"	188	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2018"	"2018"	"Mar., 2018"	"2018/03"	237	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2018"	"2018"	"Apr., 2018"	"2018/04"	212	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2018"	"2018"	"May, 2018"	"2018/05"	245	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2018"	"2018"	"Jun., 2018"	"2018/06"	235	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2018"	"2018"	"Jul., 2018"	"2018/07"	221	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2018"	"2018"	"Aug., 2018"	"2018/08"	254	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2018"	"2018"	"Sep., 2018"	"2018/09"	227	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2018"	"2018"	"Oct., 2018"	"2018/10"	258	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2018"	"2018"	"Nov., 2018"	"2018/11"	218	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2018"	"2018"	"Dec., 2018"	"2018/12"	224	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2019"	"2019"	"Jan., 2019"	"2019/01"	173	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2019"	"2019"	"Feb., 2019"	"2019/02"	225	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2019"	"2019"	"Mar., 2019"	"2019/03"	186	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2019"	"2019"	"Apr., 2019"	"2019/04"	182	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2019"	"2019"	"May, 2019"	"2019/05"	222	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2019"	"2019"	"Jun., 2019"	"2019/06"	215	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2019"	"2019"	"Jul., 2019"	"2019/07"	229	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2019"	"2019"	"Aug., 2019"	"2019/08"	271	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2019"	"2019"	"Sep., 2019"	"2019/09"	209	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2019"	"2019"	"Oct., 2019"	"2019/10"	233	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2019"	"2019"	"Nov., 2019"	"2019/11"	257	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2019"	"2019"	"Dec., 2019"	"2019/12"	256	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2020"	"2020"	"Jan., 2020"	"2020/01"	234	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2020"	"2020"	"Feb., 2020"	"2020/02"	223	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2020"	"2020"	"Mar., 2020"	"2020/03"	228	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2020"	"2020"	"Apr., 2020"	"2020/04"	215	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2020"	"2020"	"May, 2020"	"2020/05"	281	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2020"	"2020"	"Jun., 2020"	"2020/06"	235	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2020"	"2020"	"Jul., 2020"	"2020/07"	215	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2020"	"2020"	"Aug., 2020"	"2020/08"	231	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2020"	"2020"	"Sep., 2020"	"2020/09"	215	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2020"	"2020"	"Oct., 2020"	"2020/10"	194	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2020"	"2020"	"Nov., 2020"	"2020/11"	226	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2020"	"2020"	"Dec., 2020"	"2020/12"	203	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2021"	"2021"	"Jan., 2021"	"2021/01"	249	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2021"	"2021"	"Feb., 2021"	"2021/02"	226	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2021"	"2021"	"Mar., 2021"	"2021/03"	256	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2021"	"2021"	"Apr., 2021"	"2021/04"	233	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2021"	"2021"	"May, 2021"	"2021/05"	216	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2021"	"2021"	"Jun., 2021"	"2021/06"	275	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2021"	"2021"	"Jul., 2021"	"2021/07"	246	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2021"	"2021"	"Aug., 2021"	"2021/08"	250	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2021"	"2021"	"Sep., 2021"	"2021/09"	248	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2021"	"2021"	"Oct., 2021"	"2021/10"	262	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2021"	"2021"	"Nov., 2021"	"2021/11"	201	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2021"	"2021"	"Dec., 2021"	"2021/12"	214	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	273	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	225	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	244	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	230	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	222	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	222	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	217	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	247	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	242	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	240	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	31	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	0	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	0	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	0	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	0	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	0	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2023 (provisional and partial)"	"2023"	"May, 2023 (provisional and partial)"	"2023/05"	0	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2018"	"2018"	"Jan., 2018"	"2018/01"	30	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2018"	"2018"	"Feb., 2018"	"2018/02"	29	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2018"	"2018"	"Mar., 2018"	"2018/03"	41	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2018"	"2018"	"Apr., 2018"	"2018/04"	34	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2018"	"2018"	"May, 2018"	"2018/05"	41	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2018"	"2018"	"Jun., 2018"	"2018/06"	50	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2018"	"2018"	"Jul., 2018"	"2018/07"	36	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2018"	"2018"	"Aug., 2018"	"2018/08"	44	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2018"	"2018"	"Sep., 2018"	"2018/09"	39	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2018"	"2018"	"Oct., 2018"	"2018/10"	27	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2018"	"2018"	"Nov., 2018"	"2018/11"	28	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2018"	"2018"	"Dec., 2018"	"2018/12"	48	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2019"	"2019"	"Jan., 2019"	"2019/01"	26	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2019"	"2019"	"Feb., 2019"	"2019/02"	41	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2019"	"2019"	"Mar., 2019"	"2019/03"	42	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2019"	"2019"	"Apr., 2019"	"2019/04"	50	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2019"	"2019"	"May, 2019"	"2019/05"	52	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2019"	"2019"	"Jun., 2019"	"2019/06"	54	Not Applicable	Not Applicable
